1,1,494
1,2,492
1,3,501
1,4,510
1,5,511
1,6,509
1,7,494
1,8,493
1,9,495
1,10,499
1,11,493
1,12,489
1,13,482
1,14,480
1,15,478
1,16,479
1,17,474
1,18,471
1,19,475
1,20,480
1,21,474
1,22,466
1,23,464
1,24,465
1,25,468
1,26,469
1,27,463
1,28,457
1,29,456
1,30,454
1,31,451
2,1,460
2,2,452
2,3,449
2,4,451
2,5,452
2,6,449
2,7,448
2,8,455
2,9,454
2,10,458
2,11,457
2,12,455
2,13,458
2,14,460
2,15,457
2,16,450
2,17,452
2,18,452
2,19,456
2,20,462
2,21,457
2,22,459
2,23,456
2,24,454
2,25,455
2,26,457
2,27,459
2,28,460
2,29,485
3,1,467
3,2,471
3,3,475
3,4,473
3,5,469
3,6,476
3,7,481
3,8,480
3,9,482
3,10,485
3,11,492
3,12,500
3,13,500
3,14,505
3,15,510
3,16,513
3,17,522
3,18,526
3,19,533
3,20,535
3,21,536
3,22,549
3,23,555
3,24,560
3,25,565
3,26,571
3,27,576
3,28,579
3,29,579
3,30,575
3,31,587
4,1,595
4,2,605
4,3,607
4,4,603
4,5,609
4,6,624
4,7,637
4,8,657
4,9,692
4,10,708
4,11,715
4,12,728
4,13,746
4,14,761
4,15,790
4,16,808
4,17,839
4,18,876
4,19,905
4,20,907
4,21,927
4,22,955
4,23,987
4,24,1030
4,25,1060
4,26,1070
4,27,1070
4,28,1080
4,29,1120
4,30,1180
5,1,1230
5,2,1250
5,3,1290
5,4,1350
5,5,1400
5,6,1440
5,7,1490
5,8,1530
5,9,1550
5,10,1590
5,11,1660
5,12,1730
5,13,1770
5,14,1860
5,15,1970
5,16,2120
5,17,2260
5,18,2300
5,19,2410
5,20,2530
5,21,2680
5,22,2760
5,23,2770
5,24,2830
5,25,2850
5,26,2840
5,27,2940
5,28,3070
5,29,3260
5,30,3340
5,31,3310
6,1,3400
6,2,3520
6,3,3620
6,4,3700
6,5,3850
6,6,4010
6,7,4130
6,8,4170
6,9,4150
6,10,4090
6,11,4050
6,12,4000
6,13,3930
6,14,3990
6,15,4060
6,16,4070
6,17,4090
6,18,4090
6,19,4040
6,20,4020
6,21,4050
6,22,4100
6,23,4030
6,24,3980
6,25,3960
6,26,3900
6,27,3810
6,28,3730
6,29,3670
6,30,3640
7,1,3560
7,2,3420
7,3,3290
7,4,3110
7,5,2940
7,6,2810
7,7,2700
7,8,2690
7,9,2700
7,10,2650
7,11,2510
7,12,2420
7,13,2340
7,14,2210
7,15,2100
7,16,2000
7,17,1950
7,18,1840
7,19,1790
7,20,1750
7,21,1690
7,22,1660
7,23,1580
7,24,1540
7,25,1510
7,26,1480
7,27,1420
7,28,1370
7,29,1360
7,30,1320
7,31,1270
8,1,1230
8,2,1180
8,3,1130
8,4,1110
8,5,1110
8,6,1100
8,7,1090
8,8,1050
8,9,1020
8,10,999
8,11,995
8,12,976
8,13,961
8,14,942
8,15,932
8,16,916
8,17,899
8,18,883
8,19,873
8,20,886
8,21,878
8,22,875
8,23,860
8,24,866
8,25,861
8,26,856
8,27,848
8,28,838
8,29,817
8,30,801
8,31,785
9,1,783
9,2,780
9,3,767
9,4,755
9,5,748
9,6,741
9,7,747
9,8,754
9,9,750
9,10,767
9,11,760
9,12,772
9,13,779
9,14,764
9,15,754
9,16,757
9,17,743
9,18,733
9,19,732
9,20,743
9,21,738
9,22,737
9,23,749
9,24,745
9,25,728
9,26,716
9,27,716
9,28,726
9,29,721
9,30,714
10,1,710
10,2,718
10,3,727
10,4,733
10,5,726
10,6,723
10,7,736
10,8,746
10,9,739
10,10,735
10,11,734
10,12,732
10,13,732
10,14,732
10,15,733
10,16,737
10,17,731
10,18,723
10,19,718
10,20,722
10,21,720
10,22,718
10,23,717
10,24,713
10,25,713
10,26,714
10,27,710
10,28,703
10,29,700
10,30,696
10,31,695
11,1,696
11,2,691
11,3,685
11,4,680
11,5,678
11,6,672
11,7,666
11,8,665
11,9,667
11,10,657
11,11,652
11,12,650
11,13,643
11,14,641
11,15,640
11,16,627
11,17,633
11,18,635
11,19,628
11,20,622
11,21,625
11,22,625
11,23,621
11,24,610
11,25,608
11,26,609
11,27,598
11,28,592
11,29,591
11,30,586
12,1,579
12,2,580
12,3,575
12,4,566
12,5,563
12,6,561
12,7,563
12,8,562
12,9,556
12,10,548
12,11,548
12,12,550
12,13,552
12,14,551
12,15,540
12,16,542
12,17,538
12,18,537
12,19,534
12,20,531
12,21,531
12,22,526
12,23,521
12,24,514
12,25,518
12,26,518
12,27,519
12,28,523
12,29,515
12,30,515
12,31,508
