1,1,87
1,2,85
1,3,82
1,4,81
1,5,79
1,6,78
1,7,78
1,8,77
1,9,76
1,10,75
1,11,74
1,12,74
1,13,75
1,14,75
1,15,76
1,16,76
1,17,78
1,18,81
1,19,81
1,20,81
1,21,81
1,22,80
1,23,79
1,24,78
1,25,77
1,26,77
1,27,78
1,28,78
1,29,78
1,30,80
1,31,82
2,1,82
2,2,82
2,3,81
2,4,80
2,5,80
2,6,80
2,7,81
2,8,80
2,9,80
2,10,80
2,11,80
2,12,80
2,13,81
2,14,81
2,15,81
2,16,82
2,17,82
2,18,83
2,19,83
2,20,84
2,21,84
2,22,84
2,23,84
2,24,84
2,25,82
2,26,82
2,27,82
2,28,82
2,29,83
3,1,83
3,2,83
3,3,83
3,4,84
3,5,84
3,6,83
3,7,83
3,8,82
3,9,82
3,10,83
3,11,82
3,12,83
3,13,83
3,14,83
3,15,86
3,16,86
3,17,87
3,18,87
3,19,87
3,20,89
3,21,90
3,22,92
3,23,93
3,24,94
3,25,95
3,26,96
3,27,98
3,28,100
3,29,101
3,30,103
3,31,106
4,1,108
4,2,107
4,3,106
4,4,106
4,5,107
4,6,109
4,7,110
4,8,110
4,9,112
4,10,114
4,11,117
4,12,120
4,13,128
4,14,133
4,15,136
4,16,138
4,17,137
4,18,137
4,19,140
4,20,142
4,21,145
4,22,145
4,23,144
4,24,148
4,25,152
4,26,157
4,27,162
4,28,162
4,29,165
4,30,170
5,1,172
5,2,173
5,3,178
5,4,187
5,5,201
5,6,213
5,7,222
5,8,232
5,9,249
5,10,259
5,11,265
5,12,275
5,13,267
5,14,267
5,15,275
5,16,292
5,17,314
5,18,337
5,19,359
5,20,375
5,21,387
5,22,403
5,23,418
5,24,426
5,25,425
5,26,436
5,27,446
5,28,476
5,29,509
5,30,545
5,31,562
6,1,572
6,2,580
6,3,592
6,4,609
6,5,633
6,6,664
6,7,707
6,8,734
6,9,745
6,10,751
6,11,749
6,12,745
6,13,743
6,14,754
6,15,753
6,16,744
6,17,729
6,18,725
6,19,730
6,20,729
6,21,730
6,22,732
6,23,729
6,24,719
6,25,707
6,26,693
6,27,670
6,28,661
6,29,656
6,30,642
7,1,626
7,2,600
7,3,574
7,4,555
7,5,540
7,6,527
7,7,507
7,8,493
7,9,490
7,10,493
7,11,488
7,12,469
7,13,447
7,14,421
7,15,400
7,16,385
7,17,375
7,18,365
7,19,352
7,20,339
7,21,329
7,22,320
7,23,314
7,24,306
7,25,291
7,26,280
7,27,270
7,28,265
7,29,266
7,30,265
7,31,268
8,1,271
8,2,267
8,3,257
8,4,252
8,5,254
8,6,257
8,7,252
8,8,250
8,9,245
8,10,240
8,11,238
8,12,235
8,13,232
8,14,225
8,15,214
8,16,203
8,17,200
8,18,201
8,19,201
8,20,202
8,21,202
8,22,197
8,23,191
8,24,192
8,25,198
8,26,199
8,27,201
8,28,201
8,29,199
8,30,196
8,31,191
9,1,188
9,2,185
9,3,182
9,4,172
9,5,166
9,6,158
9,7,155
9,8,149
9,9,147
9,10,145
9,11,142
9,12,138
9,13,140
9,14,140
9,15,142
9,16,143
9,17,136
9,18,129
9,19,130
9,20,134
9,21,139
9,22,139
9,23,139
9,24,138
9,25,133
9,26,132
9,27,131
9,28,133
9,29,138
9,30,131
10,1,126
10,2,124
10,3,121
10,4,119
10,5,120
10,6,120
10,7,120
10,8,120
10,9,117
10,10,117
10,11,119
10,12,120
10,13,124
10,14,123
10,15,119
10,16,118
10,17,119
10,18,118
10,19,118
10,20,117
10,21,116
10,22,113
10,23,112
10,24,112
10,25,109
10,26,105
10,27,106
10,28,108
10,29,107
10,30,103
10,31,101
11,1,100
11,2,100
11,3,99
11,4,98
11,5,100
11,6,100
11,7,99
11,8,99
11,9,99
11,10,103
11,11,102
11,12,102
11,13,101
11,14,100
11,15,99
11,16,97
11,17,100
11,18,100
11,19,101
11,20,101
11,21,103
11,22,105
11,23,105
11,24,105
11,25,105
11,26,102
11,27,99
11,28,97
11,29,97
11,30,96
12,1,95
12,2,93
12,3,92
12,4,90
12,5,90
12,6,88
12,7,87
12,8,87
12,9,87
12,10,84
12,11,83
12,12,83
12,13,80
12,14,80
12,15,79
12,16,80
12,17,83
12,18,82
12,19,81
12,20,80
12,21,81
12,22,81
12,23,82
12,24,84
12,25,86
12,26,87
12,27,87
12,28,86
12,29,84
12,30,84
12,31,86
