1,1,36
1,2,36
1,3,35
1,4,35
1,5,34
1,6,35
1,7,35
1,8,35
1,9,35
1,10,35
1,11,36
1,12,36
1,13,36
1,14,36
1,15,36
1,16,36
1,17,37
1,18,36
1,19,36
1,20,37
1,21,37
1,22,36
1,23,36
1,24,37
1,25,37
1,26,37
1,27,37
1,28,37
1,29,37
1,30,37
1,31,36
2,1,37
2,2,37
2,3,37
2,4,38
2,5,38
2,6,38
2,7,39
2,8,39
2,9,39
2,10,39
2,11,38
2,12,38
2,13,38
2,14,39
2,15,39
2,16,39
2,17,40
2,18,39
2,19,39
2,20,39
2,21,40
2,22,40
2,23,40
2,24,40
2,25,40
2,26,40
2,27,40
2,28,40
2,29,42
3,1,40
3,2,40
3,3,40
3,4,41
3,5,41
3,6,41
3,7,41
3,8,41
3,9,41
3,10,42
3,11,43
3,12,43
3,13,44
3,14,45
3,15,46
3,16,46
3,17,48
3,18,51
3,19,54
3,20,56
3,21,59
3,22,59
3,23,59
3,24,62
3,25,62
3,26,63
3,27,66
3,28,64
3,29,65
3,30,67
3,31,75
4,1,68
4,2,67
4,3,68
4,4,70
4,5,72
4,6,77
4,7,80
4,8,88
4,9,95
4,10,96
4,11,97
4,12,105
4,13,111
4,14,116
4,15,114
4,16,118
4,17,126
4,18,137
4,19,140
4,20,145
4,21,164
4,22,177
4,23,171
4,24,177
4,25,182
4,26,189
4,27,189
4,28,189
4,29,197
4,30,198
5,1,189
5,2,185
5,3,200
5,4,204
5,5,216
5,6,228
5,7,250
5,8,264
5,9,260
5,10,265
5,11,252
5,12,244
5,13,253
5,14,253
5,15,267
5,16,283
5,17,301
5,18,316
5,19,344
5,20,364
5,21,374
5,22,385
5,23,383
5,24,400
5,25,410
5,26,386
5,27,377
5,28,401
5,29,460
5,30,493
5,31,506
6,1,532
6,2,537
6,3,557
6,4,563
6,5,594
6,6,598
6,7,591
6,8,572
6,9,549
6,10,556
6,11,568
6,12,587
6,13,571
6,14,547
6,15,543
6,16,543
6,17,550
6,18,555
6,19,563
6,20,592
6,21,580
6,22,557
6,23,537
6,24,501
6,25,482
6,26,473
6,27,450
6,28,429
6,29,400
6,30,371
7,1,348
7,2,316
7,3,289
7,4,274
7,5,264
7,6,265
7,7,252
7,8,246
7,9,231
7,10,221
7,11,216
7,12,202
7,13,194
7,14,180
7,15,168
7,16,155
7,17,154
7,18,146
7,19,150
7,20,135
7,21,126
7,22,117
7,23,108
7,24,104
7,25,107
7,26,102
7,27,100
7,28,96
7,29,103
7,30,101
7,31,98
8,1,97
8,2,91
8,3,95
8,4,89
8,5,91
8,6,89
8,7,85
8,8,80
8,9,77
8,10,76
8,11,74
8,12,70
8,13,67
8,14,68
8,15,70
8,16,68
8,17,70
8,18,69
8,19,66
8,20,64
8,21,58
8,22,56
8,23,57
8,24,56
8,25,54
8,26,56
8,27,56
8,28,56
8,29,60
8,30,56
8,31,54
9,1,52
9,2,51
9,3,50
9,4,49
9,5,49
9,6,49
9,7,52
9,8,53
9,9,56
9,10,58
9,11,53
9,12,54
9,13,55
9,14,57
9,15,58
9,16,55
9,17,51
9,18,51
9,19,51
9,20,51
9,21,50
9,22,54
9,23,55
9,24,53
9,25,52
9,26,51
9,27,49
9,28,50
9,29,51
9,30,52
10,1,45
10,2,50
10,3,48
10,4,49
10,5,49
10,6,49
10,7,49
10,8,51
10,9,52
10,10,50
10,11,48
10,12,47
10,13,45
10,14,45
10,15,45
10,16,43
10,17,45
10,18,45
10,19,44
10,20,43
10,21,43
10,22,46
10,23,51
10,24,49
10,25,60
10,26,53
10,27,52
10,28,55
10,29,58
10,30,54
10,31,50
11,1,48
11,2,47
11,3,46
11,4,43
11,5,42
11,6,42
11,7,42
11,8,40
11,9,40
11,10,40
11,11,40
11,12,40
11,13,40
11,14,40
11,15,40
11,16,40
11,17,40
11,18,41
11,19,41
11,20,40
11,21,41
11,22,41
11,23,41
11,24,41
11,25,41
11,26,41
11,27,41
11,28,41
11,29,41
11,30,42
12,1,42
12,2,42
12,3,42
12,4,42
12,5,42
12,6,41
12,7,41
12,8,40
12,9,40
12,10,40
12,11,39
12,12,39
12,13,39
12,14,38
12,15,38
12,16,37
12,17,38
12,18,38
12,19,37
12,20,37
12,21,37
12,22,37
12,23,37
12,24,36
12,25,36
12,26,36
12,27,36
12,28,36
12,29,36
12,30,36
12,31,36
